,avg_seasons,avg_rating
180,2.0,7.217460317460314
181,2.0,7.232160804020127
182,2.0,7.299999999999999
183,2.0,7.304000000000002
184,2.0,7.374747474747492
185,2.0,7.437086092715212
186,2.0,7.488888888888877
187,2.0,7.5
188,2.0,7.56145038167939
189,2.0,7.595402298850573
190,2.0,7.599999999999996
191,2.0,7.599999999999996
192,2.0,7.599999999999997
193,2.0,7.600000000000005
194,2.0,7.700000000000001
195,2.0,7.771491228070205
196,2.0,7.799999999999998
197,2.0,7.8000000000000025
198,2.0,7.850886075949367
199,2.0,7.875999999999985
200,2.0,7.899999999999998
201,2.0,7.8999999999999995
202,2.0,7.900000000000003
203,2.0,8.0
204,2.0,8.0
205,2.0,8.025965665236143
206,2.0,8.1
207,2.0,8.199999999999996
208,2.0,8.199999999999998
209,2.0,8.200000000000001
210,2.0,8.299999999999999
211,2.0,8.336531365313693
212,2.0,8.397499999999997
213,2.0,8.5
214,2.0,8.5
215,2.0,8.6
216,2.0,8.600000000000009
217,2.0,8.799999999999999
218,2.0,8.914814814814857
219,2.0,8.963934426229498
220,2.0,9.0
221,2.0,9.0
222,2.0,9.0
223,2.0,9.199999999999994
224,2.0,9.2
225,2.0,9.200000000000001
226,2.0,9.599999999999998
227,1.0,1.5999999999999999
228,1.0,3.1000000000000005
229,1.0,3.399999999999999
230,1.0,3.8
231,1.0,3.902867383512564
232,1.0,4.200000000000001
233,1.0,4.283088235294118
234,1.0,4.299999999999999
235,1.0,4.3999999999999995
236,1.0,4.425253991291804
237,1.0,4.4485981308411215
238,1.0,4.5
239,1.0,4.685552407931955
240,1.0,4.700000000000001
241,1.0,4.721566523605302
242,1.0,4.8
243,1.0,4.8
244,1.0,4.8
245,1.0,4.830619469026537
246,1.0,4.9
247,1.0,5.1
248,1.0,5.1088888888888935
249,1.0,5.353662420382113
250,1.0,5.450552618933207
251,1.0,5.5
252,1.0,5.544894651539722
253,1.0,5.599999999999998
254,1.0,5.7
255,1.0,5.7
256,1.0,5.700000000000001
257,1.0,5.700000000000002
258,1.0,5.71455160744498
259,1.0,5.7170925110134
260,1.0,5.718674698795164
261,1.0,5.792290748898662
262,1.0,5.799999999999998
263,1.0,5.8
264,1.0,5.828571428571418
265,1.0,5.841176470588232
266,1.0,5.882694475760802
267,1.0,5.897175572519195
268,1.0,5.8999999999999995
269,1.0,5.8999999999999995
270,1.0,5.8999999999999995
271,1.0,5.9
272,1.0,5.900000000000001
273,1.0,5.900000000000001
274,1.0,5.92727272727273
275,1.0,6.0
276,1.0,6.0
277,1.0,6.008748114630509
278,1.0,6.037614678899098
279,1.0,6.1000000000000005
280,1.0,6.1000000000000005
281,1.0,6.100000000000008
282,1.0,6.101223241590191
283,1.0,6.197956403269789
284,1.0,6.2
285,1.0,6.200000000000001
286,1.0,6.272693726937294
287,1.0,6.279738562091512
288,1.0,6.299999999999998
289,1.0,6.300000000000001
290,1.0,6.300000000000001
291,1.0,6.322077922077934
292,1.0,6.352941176470597
293,1.0,6.3538461538461535
294,1.0,6.389534883720926
295,1.0,6.399999999999988
296,1.0,6.4
297,1.0,6.4
298,1.0,6.4132743362831865
299,1.0,6.429411764705883
300,1.0,6.489423076923076
301,1.0,6.5
302,1.0,6.5
303,1.0,6.5
304,1.0,6.512912087912041
305,1.0,6.544444444444446
306,1.0,6.554177970699829
307,1.0,6.555254237288124
308,1.0,6.599999999999999
309,1.0,6.599999999999999
310,1.0,6.6
311,1.0,6.645283018867922
312,1.0,6.646666666666662
313,1.0,6.661538461538456
314,1.0,6.664705882352966
315,1.0,6.66584821428575
316,1.0,6.666335392604808
317,1.0,6.696551724137929
318,1.0,6.700000000000001
319,1.0,6.700000000000001
320,1.0,6.700000000000002
321,1.0,6.715584415584437
322,1.0,6.726666666666669
323,1.0,6.795879120879128
324,1.0,6.799999999999998
325,1.0,6.799999999999999
326,1.0,6.799999999999999
327,1.0,6.800000000000003
328,1.0,6.813636363636386
329,1.0,6.835593220338975
330,1.0,6.865263157894743
331,1.0,6.880000000000006
332,1.0,6.888659793814425
333,1.0,6.8894776399848725
334,1.0,6.899999999999996
335,1.0,6.8999999999999995
336,1.0,6.8999999999999995
337,1.0,6.8999999999999995
338,1.0,6.9
339,1.0,6.900000000000001
340,1.0,6.929100529100529
341,1.0,6.945161290322598
342,1.0,6.949999999999999
343,1.0,6.960975609756091
344,1.0,6.977534562211925
345,1.0,6.982456140350883
346,1.0,6.9861111111111
347,1.0,6.994936708860747
348,1.0,7.0
349,1.0,7.0
350,1.0,7.0
351,1.0,7.0
352,1.0,7.0
353,1.0,7.0
354,1.0,7.0
355,1.0,7.0
356,1.0,7.002325581395345
357,1.0,7.028888888888888
358,1.0,7.046564195298387
359,1.0,7.0539682539682795
360,1.0,7.06746031746032
361,1.0,7.085714285714284
362,1.0,7.0900481540931395
363,1.0,7.099999999999999
364,1.0,7.1
365,1.0,7.1
366,1.0,7.1
367,1.0,7.1
368,1.0,7.1000000000000005
369,1.0,7.100000000000007
370,1.0,7.112162162162147
371,1.0,7.121428571428574
372,1.0,7.1473988439306275
373,1.0,7.148275862068979
374,1.0,7.168085106382979
375,1.0,7.173046130384972
376,1.0,7.194915254237291
377,1.0,7.1999999999999975
378,1.0,7.2
379,1.0,7.2
380,1.0,7.2
381,1.0,7.236407964241931
382,1.0,7.255963302752277
383,1.0,7.25869565217392
384,1.0,7.2621212121212295
385,1.0,7.262500000000005
386,1.0,7.273040752351078
387,1.0,7.276824034334765
388,1.0,7.285294117647058
389,1.0,7.287500000000004
390,1.0,7.299999999999998
391,1.0,7.3
392,1.0,7.3
393,1.0,7.3
394,1.0,7.3
395,1.0,7.343181818181816
396,1.0,7.347086688772846
397,1.0,7.353846153846153
398,1.0,7.3607692307692245
399,1.0,7.373684210526311
400,1.0,7.384615384615376
401,1.0,7.3999999999999995
402,1.0,7.400000000000003
403,1.0,7.418181818181816
404,1.0,7.419354838709651
405,1.0,7.428169014084502
406,1.0,7.433783783783772
407,1.0,7.448669201520913
408,1.0,7.497358490566037
409,1.0,7.5
410,1.0,7.5
411,1.0,7.5
412,1.0,7.5
413,1.0,7.5
414,1.0,7.5
415,1.0,7.5
416,1.0,7.534054054054053
417,1.0,7.5649635036496505
418,1.0,7.58026315789473
419,1.0,7.585802469135809
420,1.0,7.590476190476189
421,1.0,7.599009900990112
422,1.0,7.599999999999998
423,1.0,7.599999999999999
424,1.0,7.599999999999999
425,1.0,7.6
426,1.0,7.6
427,1.0,7.6
428,1.0,7.6
429,1.0,7.6000000000000005
430,1.0,7.624999999999997
431,1.0,7.625757575757581
432,1.0,7.6333333333333275
433,1.0,7.64756097560976
434,1.0,7.6795180722891425
435,1.0,7.686666666666659
436,1.0,7.699999999999992
437,1.0,7.699999999999992
438,1.0,7.699999999999992
439,1.0,7.6999999999999975
440,1.0,7.699999999999999
441,1.0,7.699999999999999
442,1.0,7.700000000000001
443,1.0,7.700000000000002
444,1.0,7.711827956989257
445,1.0,7.7351097178683315
446,1.0,7.75185185185185
447,1.0,7.779939209726423
448,1.0,7.789189189189176
449,1.0,7.799999999999974
450,1.0,7.799999999999998
451,1.0,7.799999999999999
452,1.0,7.820768307322771
453,1.0,7.8324324324324435
454,1.0,7.841016949152538
455,1.0,7.862500000000002
456,1.0,7.875545851528362
457,1.0,7.8849056603773455
458,1.0,7.88600000000002
459,1.0,7.887628865979383
460,1.0,7.898275862068979
461,1.0,7.8999999999999915
462,1.0,7.8999999999999995
463,1.0,7.8999999999999995
464,1.0,7.8999999999999995
465,1.0,7.8999999999999995
466,1.0,7.9
467,1.0,7.9
468,1.0,7.900000000000001
469,1.0,7.905128205128203
470,1.0,7.914285714285718
471,1.0,7.9152870090634275
472,1.0,7.947232472324753
473,1.0,7.974704724409674
474,1.0,7.986923076923045
475,1.0,8.0
476,1.0,8.0
477,1.0,8.0
478,1.0,8.024999999999999
479,1.0,8.025000000000004
480,1.0,8.03877551020409
481,1.0,8.052631578947375
482,1.0,8.099999999999998
483,1.0,8.099999999999998
484,1.0,8.099999999999998
485,1.0,8.1
486,1.0,8.1
487,1.0,8.1
488,1.0,8.1
489,1.0,8.1
490,1.0,8.1
491,1.0,8.1
492,1.0,8.1
493,1.0,8.113636363636365
494,1.0,8.129911816578485
495,1.0,8.14223034734919
496,1.0,8.158598726114665
497,1.0,8.199999999999996
498,1.0,8.200000000000001
499,1.0,8.200000000000001
500,1.0,8.200000000000001
501,1.0,8.200000000000001
502,1.0,8.207812499999985
503,1.0,8.220634920634913
504,1.0,8.231818181818198
505,1.0,8.299999999999999
506,1.0,8.299999999999999
507,1.0,8.299999999999999
508,1.0,8.299999999999999
509,1.0,8.299999999999999
510,1.0,8.3
511,1.0,8.300000000000006
512,1.0,8.311111111111103
513,1.0,8.331102362204732
514,1.0,8.399999999999997
515,1.0,8.444827586206904
516,1.0,8.455555555555556
517,1.0,8.6
518,1.0,8.6
519,1.0,8.6
520,1.0,8.6
521,1.0,8.6
522,1.0,8.600000000000012
523,1.0,8.603361344537822
524,1.0,8.7
525,1.0,8.700000000000001
526,1.0,8.700000000000001
527,1.0,8.799999999999999
528,1.0,8.8
529,1.0,8.8
530,1.0,8.803125
531,1.0,8.879069767441885
532,1.0,8.9
533,1.0,8.900000000000002
534,1.0,9.0
535,1.0,9.020895522388026
536,1.0,9.099999999999996
537,1.0,9.1
538,1.0,9.1
539,1.0,9.1
540,1.0,9.199999999999994
541,1.0,9.700000000000001
