,rating_mean,ammount_movies
181,6.3733436055471095,40887
182,6.3728421052631585,475
183,6.370588235294119,34
184,6.363157894736842,76
185,6.3619047619047615,42
186,6.350000000000001,588
187,6.349999999999999,12
188,6.339534883720932,43
189,6.3375,16
190,6.325,16
191,6.3244444444444445,45
192,6.3244444444444445,45
193,6.319230769230767,26
194,6.316666666666666,24
195,6.315238095238096,105
196,6.312500000000001,16
197,6.31111111111111,72
198,6.309374999999999,32
199,6.309374999999999,32
200,6.3047619047619055,21
201,6.30440251572327,159
202,6.3,74
203,6.299999999999999,14
204,6.291836734693878,98
205,6.290821442344763,7779
206,6.286363636363637,44
207,6.285990338164246,414
208,6.282608695652174,46
209,6.281818181818181,11
210,6.26986851211072,7225
211,6.262073904325418,3491
212,6.261111111111111,144
213,6.260869565217392,23
214,6.260476190476186,420
215,6.2600461893764425,433
216,6.249462365591402,744
217,6.248017148981782,933
218,6.2476689976689945,858
219,6.243243243243232,666
220,6.241304347826087,46
221,6.240645161290322,310
222,6.238461538461538,13
223,6.23836206896552,232
224,6.236538461538463,52
225,6.236318407960199,201
226,6.230666666666668,75
227,6.227272727272728,33
228,6.22608695652174,23
229,6.223999999999999,300
230,6.219354838709677,31
231,6.2125,16
232,6.2111111111111095,27
233,6.208219178082191,73
234,6.207142857142856,14
235,6.204444444444445,180
236,6.201587301587301,63
237,6.201532567049813,261
238,6.200000000000003,754
239,6.194523809523807,420
240,6.181818181818182,11
241,6.178461538461538,65
242,6.175903614457833,83
243,6.173684210526315,19
244,6.17248322147651,149
245,6.165060240963856,83
246,6.164102564102564,39
247,6.1599999999999975,25
248,6.15925925925926,54
249,6.152941176470589,17
250,6.148275862068965,29
251,6.147859922178988,257
252,6.14772932330826,3325
253,6.141860465116278,43
254,6.141666666666668,12
255,6.139999999999999,15
256,6.138931297709925,131
258,6.135714285714286,14
259,6.133783783783784,74
260,6.131249999999999,16
261,6.128879310344828,232
262,6.127586206896551,29
263,6.127378964941569,599
264,6.127260638297868,1504
265,6.126582278481012,79
266,6.122666666666666,150
267,6.122527472527476,182
268,6.121739130434781,161
269,6.120682730923701,498
270,6.119999999999997,40
271,6.116666666666666,18
272,6.116666666666666,12
273,6.1137774413323225,1321
274,6.102919708029195,137
275,6.100409836065576,488
276,6.09611650485437,309
277,6.09561403508772,114
278,6.095454545454545,22
279,6.094444444444445,18
280,6.088888888888889,18
281,6.086,50
282,6.082203389830508,236
283,6.081818181818184,11
284,6.077777777777778,27
285,6.075581395348837,86
286,6.075,16
287,6.074999999999998,32
288,6.072727272727272,11
289,6.069360269360268,594
290,6.0666666666666655,30
291,6.064327485380114,171
292,6.0607142857142895,112
293,6.05921052631579,76
294,6.058333333333333,36
295,6.0562499999999995,16
296,6.053333333333333,30
297,6.051351351351352,37
298,6.047058823529412,17
299,6.0456521739130435,46
300,6.0430769230769235,195
301,6.040000000000001,15
302,6.036363636363637,11
303,6.0355371900826436,121
304,6.035507246376812,138
305,6.034883720930231,43
306,6.030348258706466,201
307,6.0297297297297305,37
308,6.028571428571428,14
309,6.0264381884944935,817
310,6.025842696629216,89
311,6.024137931034483,29
312,6.022727272727271,66
313,6.0180952380952375,105
314,6.01451612903226,62
315,6.013895781637718,403
316,6.007407407407408,27
317,6.006591639871381,622
318,6.003999999999998,50
319,5.995375722543353,173
320,5.989738973897388,2222
321,5.983673469387755,49
322,5.981874999999999,160
323,5.98,25
324,5.978947368421051,19
325,5.9720588235294105,340
326,5.970384615384617,260
327,5.96935064935064,385
328,5.966666666666668,33
329,5.966666666666667,21
330,5.9640893470790335,582
331,5.963768115942028,69
332,5.958092485549134,346
333,5.957894736842104,19
334,5.957692307692307,26
335,5.955380141254669,2407
336,5.9530434782608666,115
337,5.949999999999999,30
338,5.946666666666667,60
339,5.945000000000001,40
340,5.942948717948715,156
341,5.9375,24
342,5.936,25
343,5.935840707964598,226
344,5.935714285714285,14
345,5.9350506756756785,1184
346,5.9336569579288,618
347,5.933333333333333,12
348,5.933028953229374,4490
349,5.928787878787877,66
350,5.926666666666667,15
351,5.916666666666667,12
352,5.915789473684211,19
353,5.909677419354839,31
354,5.909090909090909,11
355,5.9086538461538485,104
356,5.90426356589147,774
357,5.903030303030303,33
358,5.901818181818182,55
359,5.897986577181209,149
360,5.8909090909090915,11
361,5.889440993788821,161
362,5.887878787878788,66
363,5.883001705514493,1759
364,5.879999999999999,20
365,5.879500000000002,200
366,5.87754442649435,1238
367,5.874097397145264,2382
368,5.873453853472878,1051
369,5.871999999999999,25
370,5.867857142857142,28
371,5.867796610169491,59
372,5.866176470588236,68
373,5.859890109890114,182
374,5.85625,16
375,5.855462184873953,119
376,5.853424657534247,73
377,5.843555555555556,225
378,5.833000000000001,100
379,5.831617647058826,272
380,5.825848563968669,2298
381,5.82446808510638,94
382,5.824137931034484,29
383,5.824,25
384,5.823825645366059,2363
385,5.821428571428571,14
386,5.8175,40
387,5.814826498422711,317
388,5.808745247148292,263
389,5.8046511627906945,301
390,5.800000000000001,15
391,5.8,58
392,5.796311475409836,488
393,5.794984802431608,658
394,5.794851794071757,641
395,5.794245723172636,643
396,5.792857142857143,14
397,5.788709677419355,62
398,5.787878787878787,33
399,5.786666666666665,15
400,5.785833333333331,120
401,5.781021897810219,137
402,5.7789473684210515,19
403,5.778307459815903,21837
404,5.775071633237817,698
405,5.770689655172418,464
406,5.76875,16
407,5.766363636363641,220
408,5.765561843168958,1237
409,5.765333333333333,75
410,5.765052950075645,661
411,5.764285714285714,14
412,5.761290322580645,62
413,5.759825327510913,229
414,5.749019607843138,51
415,5.737499999999998,200
416,5.734375000000001,32
417,5.725414364640886,181
418,5.7,30
419,5.697468354430381,79
420,5.697297297297297,37
421,5.691111111111112,45
422,5.6899999999999995,20
423,5.689583333333334,96
424,5.676190476190476,21
425,5.6754658385093135,966
426,5.675,16
427,5.67151515151515,165
428,5.661999999999999,50
429,5.661538461538461,13
430,5.660000000000001,15
431,5.656327543424316,403
432,5.654545454545455,11
433,5.652866242038219,157
434,5.652307692307691,65
435,5.642465753424659,73
436,5.64187499999999,1600
437,5.6380952380952385,21
438,5.63592233009709,103
439,5.634736842105261,95
440,5.625607476635517,535
441,5.620338983050846,59
442,5.615384615384615,13
443,5.614999999999999,40
444,5.61063829787234,94
445,5.609999999999999,30
446,5.608333333333333,216
447,5.6057971014492765,138
448,5.6044776119403,335
449,5.6000000000000005,13
450,5.6,26
451,5.597674418604651,43
452,5.59552083333334,960
453,5.593939393939395,99
454,5.592389006342488,473
455,5.58933333333333,150
456,5.582352941176471,51
457,5.579377431906622,257
458,5.574999999999999,20
459,5.571428571428572,14
460,5.569396551724142,232
461,5.568749999999999,16
462,5.56346153846154,52
463,5.563226960930522,3353
464,5.562500000000001,32
465,5.561111111111111,18
466,5.557142857142857,14
467,5.549999999999998,50
468,5.546666666666666,15
469,5.545098039215688,51
470,5.542857142857143,14
471,5.530652173913047,460
472,5.5242424242424235,132
473,5.521428571428571,14
474,5.519869706840391,307
475,5.519319199761134,3349
476,5.512536443148685,686
477,5.509375000000004,128
478,5.508527131782948,129
479,5.5076923076923086,13
480,5.503941908713691,482
481,5.502083333333332,48
482,5.489655172413793,29
483,5.489618644067791,944
484,5.474111675126902,197
485,5.466666666666667,18
486,5.465986394557822,147
487,5.458823529411765,34
488,5.454166666666667,48
489,5.454166666666666,24
490,5.447222222222221,36
491,5.4325581395348825,43
492,5.42,35
493,5.4192307692307695,26
494,5.41875,16
495,5.417391304347825,345
496,5.416666666666665,48
497,5.413043478260869,23
498,5.408695652173912,23
499,5.394827586206898,174
