,name,born,primary_title,premiered,runtime_minutes
1412,Marta Cernická,1920,Chlapec do narucia,1986,178
1413,Marta Lipinska,1940,Ranczo,2006,636
1414,Martha Mödl,1912,Poussières d'amour - Abfallprodukte der Liebe,1996,130
1415,Martha Scott,1912,Beulah Land,1980,281
1416,Marthe Nadeau,1910,Les fleurs sauvages,1982,152
1417,Marthe Villalonga,1932,My Favorite Season,1993,127
1418,Martine Ferrière,1926,Catherine Courage,1993,260
1419,Martita Hunt,1900,Saki,1962,480
1420,Mary Apick,1954,Razor's Edge: The Legacy of Iranian Actresses,2016,130
1421,Mary Beth Peil,1940,The Reagans,2003,171
1422,Mary Black,1935,Dragon Boys,2007,178
1423,Mary Carrillo,1919,Fortunata y Jacinta,1980,600
1424,Mary Carrillo,1919,Zero/infinito,2002,125
1425,Mary Dresselhuys,1907,En nu naar bed,1973,150
1426,Mary Ellen Ashley,1938,Wear,2015,128
1427,Mary Kerridge,1914,Miss Marple: A Murder Is Announced,1985,153
1428,Mary Louise Wilson,1931,Stage on Screen: The Women,2002,180
1429,Mary Morris,1915,Richard II,1978,158
1430,Mary Morris,1915,The Life and Death of King John,1984,155
1431,Mary Walter,1912,Tiyanak,1988,122
1432,Marés González,1925,Aventureros del fin del mundo,1998,180
1433,María Asquerino,1925,Tirante el Blanco,1987,150
1434,María Casares,1922,Les chevaliers de la table ronde,1990,230
1435,María Cánepa,1921,Coronation,2000,140
1436,María Isbert,1917,Celia,1993,360
1437,María Luisa Ponte,1918,Voyage to Nowhere,1986,134
1438,María Luisa Ponte,1918,Fortunata y Jacinta,1980,600
1439,María Luisa Ponte,1918,La regenta,1995,270
1440,María Luisa Ponte,1918,Celia,1993,360
1441,María Luisa San José,1946,WWW.,2012,122
1442,María Rojo,1943,El Narco,2010,145
1443,María Rosa Gallo,1925,La rosa azul,2001,143
1444,María Teresa Acosta,1908,Sagrado y obsceno,1975,128
1445,Matlyuba Alimova,1954,Mukhamory,2016,125
1446,Maxine Audley,1923,Zastrozzi: A Romance,1986,240
1447,May Pihlgren,1904,Harjunpää och antastaren,1985,225
1448,May Whitty,1865,Mrs. Miniver,1942,134
1449,Meglena Karalambova,1943,Tzarkva za valtzi,2004,600
1450,Mei-Chao Lin,1954,The Taste of Dang-Liang's Family,2015,144
1451,Melanie Horeschowsky,1901,Die Powenzbande,1973,276
1452,Melanie Horeschowsky,1901,Ein Monat auf dem Lande,1967,139
1453,Melissa Jaffer,1936,Farscape: The Peacekeeper Wars,2004,182
1454,Meng Lai,1928,Money No Enough II,2008,126
1455,Meral Çetinkaya,1945,The Miracle,2015,136
1456,Meral Çetinkaya,1945,Benim Babam Bir Melek,2017,136
1457,Mercedes Morán,1955,An Unexpected Love,2018,136
1458,Mervat Amin,1946,30 Years Ago,2016,145
1459,Meryl Streep,1949,August: Osage County,2013,121
1460,Meryl Streep,1949,Into the Woods,2014,125
1461,Meryl Streep,1949,Little Women,2019,135
1462,Meryl Streep,1949,The Roosevelts: An Intimate History,2014,795
1463,Meta Velander,1924,Solbacken: Avd. E,2003,293
1464,Meta Velander,1924,Om ett hjärta,2008,176
1465,Mia Gründer,1856,The Downy Girl,1919,131
1466,Micheline Presle,1922,Lulu,1986,240
1467,Midori Katô,1939,Sazae san,2009,150
1468,Mieko Takamine,1918,Appassionata,1984,129
1469,Mieko Takamine,1918,Renegade ninjas,1979,148
1470,Milagros Leal,1902,Life Goes On,1965,121
1471,Mildred Dunnock,1901,The Best Place to Be,1979,195
1472,Mimi Pollak,1903,Liten Tuva,1985,180
1473,Mira Banjac,1929,Gala korisnica: Atelje 212 kroz vekove,1990,129
1474,Mira Sardoc,1930,Le acrobate,1997,123
1475,Miranta Myrat,1905,Pire o anemos ta oneira mou,1968,135
1476,Miranta Myrat,1905,I kardia enos aliti,1968,134
1477,Mireille Darc,1938,Frank Riva,2003,285
1478,Miriam Margolyes,1941,Dickens,2002,164
1479,Miriam Margolyes,1941,The 50 Greatest Television Dramas,2007,180
1480,Miriam Nevo,1921,Foreign Sister,2000,124
1481,Miryam Zohar,1931,Thin Ice,2012,150
1482,Mita Chatterjee,1936,Paran Jai Jaliya Re,2009,155
1483,Mita Chatterjee,1936,Aparajita,1998,123
1484,Mita Chatterjee,1936,Kia and Cosmos,2018,123
1485,Mita Medici,1950,Un milione di giorni,2011,133
1486,Mitsuko Baishô,1946,Shichô shisu,2012,140
1487,Mitsuko Baishô,1946,An Emblem Dedicated to You,2017,150
1488,Mitsuko Mori,1923,Actress,1987,130
1489,Mitsuko Mori,1923,Minamoto Yoshitsune,1990,242
1490,Mitsukô Kusabue,1933,Murder on the Orient Express,2015,280
1491,Moeko Ezawa,1939,Jinjin,2013,129
1492,Molly Picon,1898,Fiddler on the Roof,1971,181
1493,Mona Hofland,1929,Jul på Månetoppen,2002,600
1494,Mona Malm,1935,Herr von Hancken,2000,217
1495,Mona Malm,1935,Stormen,2009,180
1496,Mona Martí,1901,El hijo de Angela Maria,1974,132
1497,Mona Washbourne,1903,Thérèse Raquin,1980,173
1498,Monica Bleibtreu,1944,Eine Liebe in Saigon,2005,172
1499,Monica Bleibtreu,1944,Hilde,2009,137
1500,Monika Mironaite,1913,The Mousetrap,1986,240
1501,Monika Niemczyk,1946,Wszystko o mojej matce,2018,123
1502,Monique Miller,1933,Connexion en cours,2016,142
1503,Monique Mélinand,1916,The Roads of Exile,1978,169
1504,Monique Mélinand,1916,Au bon beurre,1981,182
1505,Montserrat Blanch,1903,Mesas separadas,1967,125
1506,Montserrat Carulla,1930,El temps i els Conway,1993,143
1507,Montserrat Carulla,1930,Elles et moi,2008,222
1508,Moon Moon Sen,1948,Baarood (The Fire) - A Love Story,2012,135
1509,Moon Moon Sen,1948,Buno Haansh,2014,141
1510,Moon-hee Na,1941,You Are My Sunshine,2005,121
1511,Moon-hee Na,1941,Miss Granny,2014,124
1512,Moushumi Chatterjee,1948,Goynar Baksho,2013,141
1513,Moushumi Chatterjee,1948,Piku,2015,123
1514,Myriam Mézières,1949,Tornarem,2012,170
1515,Myriam Palacios,1933,Coronation,2000,140
1516,Márcia Breia,1944,Fátima,2017,153
1517,Mária Angyal,1929,Az a nap a mienk,2002,123
1518,Mária Kövesdi Szabó,1950,Liliom,2014,160
1519,Mária Sulyok,1908,Cserepes Margit házassága,1974,180
1520,Märta Dorff,1909,Ondskans år,1987,170
1521,Nada Hejna,1906,Marketa Lazarová,1967,162
1522,Nada Hejna,1906,Dobrí ludia este zijú,1979,195
1523,Nadezhda Fedosova,1911,Takaya korotkaya dolgaya zhizn,1975,594
1524,Nadezhda Rumyantseva,1930,Nechayannaya radost,2005,180
1525,Nadine Alari,1927,Condorcet,1989,270
1526,Nadja Tiller,1929,Böses Blut,1993,180
1527,Nancy Crawford,1941,Cooper and Hemingway: The True Gen,2013,180
1528,Nancy Marchand,1928,Sabrina,1995,127
1529,Nancy Reagan,1921,Ronald Reagan: The Life and Legacy,2014,375
1530,Nanda Primavera,1898,Meo Patacca,1972,124
1531,Nasira Mambetova,1948,Queen of the Mountains,2014,135
1532,Natalya Fateeva,1934,Korolyov,2007,130
1533,Natalya Fateeva,1934,Vagonchik moy dalniy,2013,124
1534,Natalya Medvedeva,1915,Varvary,1979,155
1535,Natalya Tenyakova,1944,Ottsy i deti,2008,176
1536,Natasha Parry,1930,The Tragedy of Hamlet,2002,134
1537,Nathalie Baye,1948,Laurence Anyways,2012,168
1538,Nathalie Baye,1948,The Guardians,2017,138
1539,Nati Mistral,1928,Zero/infinito,2002,125
1540,Nebahat Çehre,1944,Bloody January,2015,138
1541,Nebahat Çehre,1944,Yuvamdaki Dusman,2018,130
1542,Neige Dolsky,1911,La pêche miraculeuse,1976,360
1543,Neva Carr-Glynn,1908,The Cousin from Fiji,1972,165
1544,Neva Patterson,1920,V,1983,197
1545,Nevenka Mikulic,1905,Jegor Bulicov,1967,127
1546,Nevenka Mikulic,1905,Protekcija,1970,131
1547,Nevenka Mikulic,1905,Vuci i ovce,1976,124
1548,Nicette Bruno,1933,Antares Incident,1994,216
1549,Nicole Garcia,1946,Les prédateurs,2007,220
1550,Nicole Garcia,1946,Entre vents et marées,2014,174
1551,Nicole Jaffe,1941,Scooby-Doo! Laff-A-Lympics: Spooky Games,2012,230
1552,Nijiko Kiyokawa,1912,Tôhôkenbunroku,1993,123
1553,Nina Antonova,1935,Agitbrigada 'Bey vraga!',2007,123
1554,Nina Antonova,1935,Kogda na yug uletyat zhuravli...,2010,183
1555,Nina Arkhipova,1921,K rassledovaniyu pristupit,1986,263
1556,Nina Divísková,1936,Príbehy obycejného sílenství,2010,146
1557,Nina Foch,1924,Tales of the City,1993,360
1558,Nina Grudnik,1936,Paderewskiego zycie po zyciu,1999,148
1559,Nina Lyn,1878,Me and My Girl,1939,145
1560,Nina Ruslanova,1945,Two in One,2007,124
1561,Nina Ruslanova,1945,Zhila-byla odna baba,2011,150
1562,Nina Sazonova,1917,Vassa Zheleznova,1978,126
1563,Nirmalamma,1920,Manchi Donga,1988,147
1564,Nirmalamma,1920,Patnam Vachchina Pativrathalu,1982,138
1565,Nirmalamma,1920,Mayuri,1984,142
1566,Nirmalamma,1920,Karthavyam,1990,152
1567,Nirmalamma,1920,Chinnodu Peddodu,1988,140
1568,Nirmalamma,1920,Rayudu,1998,150
1569,Nisho,1954,Baaji,2019,132
1570,Niède Guidon,1933,Niède,2019,135
1571,Nobuko Otowa,1924,By Player,2000,126
1572,Noel Dyson,1916,The Life and Loves of a She-Devil,1986,229
1573,Nomhle Nkonyeni,1942,Knuckle City,2019,124
1574,Nora Katseli,1946,Lykourgos Kallergis: Enas aionas tehnis - politismou - politikis,2018,162
1575,Nora Minor,1910,Seniorenschweiz,1976,121
1576,Nora Nicholson,1887,The Brighton Belle,1972,180
1577,Norma Aleandro,1936,Son of the Bride,2001,123
1578,Norma Aleandro,1936,Paco,2009,128
1579,Norma Bengell,1935,Anabazys,2007,142
1580,Norma Shebbeare,1914,Uncle Silas,1989,148
1581,Novella Nelson,1939,The Starter Wife,2007,276
1582,Nunzia Fumo,1913,De Pretore Vincenzo,1976,147
1583,Odetta,1930,The Fire Next Time,1993,195
1584,Odile Mallet,1930,Trois partout,1991,130
1585,Ofelia D'Acosta,1922,Dios los cría 2,2004,137
1586,Ofelia D'Acosta,1922,Flores de la noche,1998,180
1587,Ofelia Medina,1950,Un sentimiento honesto en el calabozo del olvido,2019,254
1588,Oja Kodar,1941,The Other Side of the Wind,2018,122
1589,Olga Antonova,1937,Gospoda Prisyazhnyye,2009,572
1590,Olga Aroseva,1925,Starye pesni o glavnom 2,1997,123
1591,Olga Aroseva,1925,Samaya krasivaya,2005,180
1592,Olga Drege,1938,"Dama v ochkakh, s ruzhyom, v avtomobile",2001,200
1593,Olga Hudecová,1929,Národný hriesnik,1994,140
1594,Olga Mateshko,1947,Ryabiny grozdya alye,2009,172
1595,Olga Naumenko,1949,Chess Queen,2019,392
1596,Olga Nikolaeva,1911,Razlom,1977,132
1597,Olga Vikladt,1911,Dvenadtsat mesyatsev,1973,135
1598,Olga Vikladt,1911,Nevolnitsy,1974,152
1599,Olga Volkova,1939,Tikhie omuty,2000,129
1600,Olga Volkova,1939,Evlampiya Romanova. Sledstvie vedet diletant,2003,180
1601,Olga Volkova,1939,Poroki i ikh poklonniki,2006,210
1602,Olga Yakovleva,1941,Chetyre Lyubovi,2004,204
1603,Olinda Bozán,1894,Los chantas,1975,121
1604,Olinda Bozán,1894,Show Standard Electric,1965,720
1605,Olivera Markovic,1925,Mister Dolar,1989,123
1606,Olivia de Havilland,1916,Anastasia: The Mystery of Anna,1986,200
1607,Olympia Dukakis,1931,Sinatra,1992,250
1608,Olympia Dukakis,1931,Tales of the City,1993,360
1609,Olympia Dukakis,1931,A Century of Women,1994,355
1610,Olympia Dukakis,1931,Mr. Holland's Opus,1995,143
1611,Olympia Dukakis,1931,More Tales of the City,1998,330
1612,Olympia Dukakis,1931,Joan of Arc,1999,180
1613,Olympia Dukakis,1931,Guilty Hearts,2002,180
1614,Olympia Dukakis,1931,Further Tales of the City,2001,180
1615,Olympia Dukakis,1931,Part I,1992,180
1616,Orvokki Mäkinen,1926,Petterin parempi elämä,1991,180
1617,Otýlie Benísková,1882,Temno,1951,124
1618,P.J. Soles,1950,Grindsploitation,2016,140
1619,Pamela Cundell,1920,The Borrowers,1992,170
1620,Pamela Des Barres,1948,Feats First: The Life & Music of Lowell George,2015,131
1621,Pamela Des Barres,1948,"From Straight to Bizarre: Zappa, Beefheart, Alice Cooper and LA's Lunatic Fringe",2012,161
1622,Pandharibai,1930,Mahashakti Maye,1994,132
1623,Pandharibai,1930,Mannan,1992,154
1624,Pandharibai,1930,Shivanaga,1992,133
1625,Pandharibai,1930,Jagadeka Veera,1991,146
1626,Paola Borboni,1900,Between Miracles,1971,122
1627,Parisys,1892,Les croulants se portent bien,1970,121
1628,Pat Nye,1908,Little Women,1970,225
1629,Patachou,1918,L'héritière,1991,180
1630,Patience Collier,1910,David Copperfield,1974,300
1631,Patricia Collins,1937,King John,2015,152
1632,Patricia Hayes,1909,Winter Sunlight,1984,280
1633,Patricia Hodge,1946,A Very English Scandal,2018,180
1634,Patricia Johnson,1934,New York City Opera: The Merry Widow,1996,133
1635,Patricia Kennedy,1916,Return to Eden,1983,267
1636,Patricia Neal,1926,Heidi,1993,193
1637,Patsy Byrne,1933,David Copperfield,1999,185
1638,Patti LuPone,1949,Company,2011,145
1639,Patti LuPone,1949,Cliffs of Freedom,2019,137
1640,Patti Smith,1946,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,142
1641,Paula Wessely,1907,Fast ein Poet,1968,150
1642,Paula Wilcox,1949,Great Expectations,2013,145
1643,Pearl Hackney,1916,More Lives Than One,1984,155
1644,Peggy Aitchison,1921,Knockback,1984,180
1645,Peggy Ashcroft,1907,Edward & Mrs. Simpson,1978,350
1646,Peggy Ashcroft,1907,The Jewel in the Crown,1984,778
1647,Peggy Ashcroft,1907,A Passage to India,1984,164
1648,Peggy Ashcroft,1907,A Perfect Spy,1987,374
1649,Peggy Ashcroft,1907,Madame Sousatzka,1988,122
1650,Peggy McCay,1927,Woman on Trial: The Lawrencia Bembenek Story,1993,200
1651,Peggy Wood,1892,The Story of Ruth,1960,132
1652,Penelope Wilton,1946,Five Days,2007,300
1653,Penelope Wilton,1946,Brief Encounters,2016,276
1654,Perla Bautista,1940,Limang dipang tao,2012,121
1655,Petra Frey,1945,Land Scale,2007,142
1656,Petra Kelling,1944,"Neger, Neger, Schornsteinfeger",2006,180
1657,Petra Martínez,1944,Solitary Fragments,2007,135
1658,Phillada Sewell,1910,Troubles,1988,208
1659,Philomina,1925,Kusruthi Kuruppu,1998,135
1660,Philomina,1925,Ee Mazha Then Mazha,2000,122
1661,Philomina,1925,Godfather,1991,150
1662,Phylicia Rashad,1948,Change of Plans,2011,125
1663,Phylicia Rashad,1948,Creed,2015,133
1664,Phylicia Rashad,1948,Creed II,2018,130
1665,Phyllida Law,1932,Stig of the Dump,2002,180
1666,Phyllida Law,1932,The Other Wife,2012,180
1667,Phyllis Calvert,1915,Cover Her Face,1985,291
1668,Phyllis Calvert,1915,A Month in the Country,1985,124
1669,Phyllis Ryan,1920,Malice Aforethought,2005,180
1670,Phyllis Somerville,1943,Lucky You,2007,124
1671,Piera Degli Esposti,1938,Un milione di giorni,2011,133
1672,Pim Lambeau,1928,Iris,1992,288
1673,Pina Cei,1904,Love & Anarchy,1973,124
1674,Pina Cei,1904,Oblomov,1966,284
1675,Pinko Izumi,1947,Wataru Seken wa Oni bakari: 3-Hour Special,2017,162
1676,Pirkko Mannola,1938,Ihana mies,1999,132
1677,Pirkko Mannola,1938,Aikuisen naisen joulukalenteri,2018,148
1678,Pleuni Touw,1938,Bride Flight,2008,130
1679,Pouri Baneai,1940,Razor's Edge: The Legacy of Iranian Actresses,2016,130
1680,Pramila,1916,Kavariman,1979,140
1681,Prudencia Grifell,1879,Over the Waves,1950,128
1682,Prunella Scales,1932,A Day in the Death of Joe Egg,2002,150
1683,Pupella Maggio,1910,Amarcord,1973,123
1684,Pupella Maggio,1910,Panagulis vive,1980,220
1685,Pupella Maggio,1910,La romana,1988,241
1686,Pupella Maggio,1910,Le voci di dentro,1978,139
1687,Pupella Maggio,1910,Natale in casa Cupiello,1977,133
1688,Rachel Thomas,1905,Ennal's Point,1982,270
1689,Ragaa Al-Gidawy,1938,Eish ayamak,2004,1350
1690,Ragaa Al-Gidawy,1938,Meshwar emraa,2004,1380
1691,Ragaa Al-Gidawy,1938,Hamlat Feraizar,2016,123
1692,Rauha Puntti,1926,Oresteia,1991,141
1693,Rauni Ikäheimo,1924,Oresteia,1991,141
1694,Rea Mauranen,1949,Presidentti,2017,511
1695,Regina Bianchi,1921,Giuramento,1982,122
1696,Regina Bianchi,1921,Les allumettes suédoises,1996,287
1697,Regina Bianchi,1921,Neapolitan Sting,1983,129
1698,Regina Bianchi,1921,Butta la luna,2006,800
1699,Reinhilde Decleir,1948,Van Vlees en Bloed,2009,337
1700,Rekha Mallick,1929,Annamalai,1992,164
1701,Rekha Mallick,1929,Kalam Mari Pochu,1996,156
1702,Rena Vlahopoulou,1923,I polytehnitissa,1987,136
1703,Rena Vlahopoulou,1923,Sas epiasa sta prasa,1987,139
1704,Renate Krößner,1945,Die Stadt und die Macht,2016,270
1705,Rene Russo,1954,The Intern,2015,121
1706,Renée Asherson,1915,A Man Called Intrepid,1979,360
1707,Renée Asherson,1915,Quiet as a Nun: Part 1: The Tower,1978,180
1708,Richenda Carey,1948,Residue,2015,130
1709,Riitta Elstelä,1940,Hideaway,2010,150
1710,Rimma Bykova,1926,Pod znakom Krasnogo kresta,1987,177
1711,Rimma Markova,1925,Nechistaya sila,1989,134
1712,Rina Morelli,1908,L'Innocente,1976,129
1713,Rina Zelyonaya,1901,Pro Krasnuyu Shapochku,1977,135
1714,Rina Zelyonaya,1901,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,1981,154
1715,Rina Zelyonaya,1901,The Adventures of Sherlock Holmes and Dr. Watson: The Treasures of Agra,1983,151
1716,Rita Gladunko,1929,Franka: zhena Khama,1990,260
1717,Rita Gorr,1926,Poussières d'amour - Abfallprodukte der Liebe,1996,130
1718,Rita Karin,1919,Sophie's Choice,1982,150
1719,Rita Mousouri,1906,Lefkes Nychtes,1981,130
1720,Ritva Ahonen,1928,Leaving Home,2000,180
1721,Ritva Oksanen,1939,Leaving Home,2000,180
1722,Ritva Oksanen,1939,Kymenlaakson laulu,2008,204
1723,Roberta Maxwell,1941,Hellman v. McCarthy,2014,152
1724,Rohini Hattangadi,1955,Oxygen,2018,145
1725,Rohini Hattangadi,1955,Chitralahari,2019,131
1726,Roma Bahn,1896,Ein besserer Herr,1957,125
1727,Ronnie Masterson,1926,Malice Aforethought,2005,180
1728,Rosa Ully Axelrod,1911,Die Geschichte einer Vertreibung,1996,180
1729,Rosalie Crutchley,1920,The Franchise Affair,1988,155
1730,Rosalie Williams,1919,The Memoirs of Sherlock Holmes,1994,306
1731,Rosalie Williams,1919,Soul Music,1997,172
1732,Rosalind Plowright,1949,Andrea Chénier: Live from the Royal Opera House,2015,174
1733,Rose Hill,1914,The Three Sisters,1981,210
1734,Rose Oehmichen,1901,Kater Mikesch,1964,180
1735,Rose Renée Roth,1902,Seniorenschweiz,1976,121
1736,Rose Renée Roth,1902,Die Powenzbande,1973,276
1737,Rosemarie Fendel,1927,Ich schenk dir meinen Mann 2,2001,179
1738,Rosemarie Fendel,1927,Das Adlon. Eine Familiensaga,2013,270
1739,Rosemary Harris,1927,Tom & Viv,1994,125
1740,Rosemary Harris,1927,Sunshine,1999,181
1741,Rowena Cooper,1935,State of Mind,2003,145
1742,Ruby Dee,1922,The Atlanta Child Murders,1985,245
1743,Ruby Dee,1922,Lincoln,1988,188
1744,Ruby Dee,1922,The Stand,1994,361
1745,Ruby Dee,1922,Christianity: The First Two Thousand Years,2001,400
1746,Rue McClanahan,1934,Innocent Victims,1996,240
1747,Rue McClanahan,1934,Nunsense Jamboree,1998,122
1748,Rue McClanahan,1934,Stage on Screen: The Women,2002,180
1749,Rut Hoffsten,1929,Blomman från Hawaii,1992,126
1750,Ruth Baldor,1899,Die Nibelungen,1967,245
1751,Ruth Cracknell,1925,The Importance of Being Earnest,1992,130
1752,Ruth Dunning,1911,An Unofficial Rose,1974,200
1753,Ruth Geller,1923,"Schalom, meine Liebe",1998,180
1754,Ruth Glöss,1928,"Imken, Anna und Maria oder Besuch aus der Zone",1994,263
1755,Ruth Gordon,1896,Inside Daisy Clover,1965,128
1756,Ruth Gordon,1896,Rosemary's Baby,1968,137
1757,Ruth Hausmeister,1912,Florian,1990,225
1758,Ruth Maleczech,1939,Mabou Mines' Lear '87 Archive (Condensed),2001,360
1759,Ruth Nelson,1905,Awakenings,1990,121
1760,Ruth-Maria Kubitschek,1931,Die Elefantenbraut,1993,179
1761,Ruth-Maria Kubitschek,1931,La crociera,2001,180
1762,Sabina Ajrula,1946,Shadows,2007,129
1763,Sabira Kumushaliyeva,1917,Voskhozhdenie na Fudziyamu,1989,130
1764,Sabitri Chatterjee,1937,Ek Bar Bolo Uttam Kumar,2009,160
1765,Sabitri Chatterjee,1937,Asol Nakol,1998,139
1766,Sabitri Chatterjee,1937,Thammar Boyfriend,2016,123
1767,Sabitri Chatterjee,1937,Banglar Bodhu,1998,159
1768,Sabitri Chatterjee,1937,Maati,2018,123
1769,Sachiko Murase,1905,A Promise,1986,123
1770,Sada Thompson,1927,Queen,1993,282
1771,Sada Thompson,1927,Indictment: The McMartin Trial,1995,131
1772,Safia El Emari,1949,El-Lailah El-Kabirah,2015,123
1773,Sally Ann Howes,1930,Hollywood Musicals of the 60's,2000,145
1774,Sally Field,1946,Lincoln,2012,150
1775,Sally Kirkland,1941,Broken Roads,2012,151
1776,Samiha Ayyoub,1932,El-Lailah El-Kabirah,2015,123
1777,Samina Peerzada,1955,Motorcycle Girl,2018,121
1778,Samira Ahmed,1938,Ya ward meen yeshtereek,2004,1380
1779,Sandhya Roy,1941,Maa Amar Maa,2009,155
1780,Sandhya Roy,1941,Ekai Eksho,2006,152
1781,Sandy Mansson,1941,Kraftverk 3714,2005,136
1782,Santha Devi,1927,Kamaladalam,1992,154
1783,Santha Devi,1927,Oohakachavadam,1988,143
1784,Santha Devi,1927,Annarakkannanum Thannalayathu,2010,123
1785,Sara Allgood,1879,That Hamilton Woman,1941,125
1786,Sara García,1895,The Illiterate One,1961,128
1787,Sara Montiel,1928,Zero/infinito,2002,125
1788,Sarah Badel,1943,Fingersmith,2005,181
1789,Sarah Miles,1941,Interlude City,2016,122
1790,Saroja Devi B.,1938,Aadhavan,2009,159
1791,Saroja Devi B.,1938,Natasaarvabhowma,2019,157
1792,Sayuri Yoshinaga,1945,Nagasaki: Memories of My Son,2015,130
1793,Scarlet Andrews,1948,Creampie for Granny 5,2015,145
1794,Scarlet Andrews,1948,Horny 50 Plus MILFs 2,2014,210
1795,Scarlet Andrews,1948,Tag-Teaming Grannies 2,2014,126
1796,Scarlet Andrews,1948,60 Plus MILFs 7,2016,126
1797,Seela Sella,1936,Paholaisen tytär,2002,178
1798,Seela Sella,1936,Ihan sama,2014,168
1799,Seela Sella,1936,Punainen kolmio,2015,179
1800,Seetha Kumari Ehalepola,1940,Randiya Dahara,2004,125
1801,Senta Berger,1941,Berlin - Ich komme!,2004,270
1802,Senta Berger,1941,Four Seasons,2008,360
1803,Senta Bonacker,1906,Die Brüder Lautensack,1973,309
1804,Serafima Birman,1890,Novogodnee pokhishcheniye,1970,212
1805,Serra Yilmaz,1954,Kucuk Ortak,2017,137
1806,Sesilia Takaishvili,1906,Qortsineba imerulad,1979,179
1807,Shabana Azmi,1950,Chalk N Duster,2016,130
1808,Shabana Azmi,1950,Neerja,2016,122
1809,Shakuntala Barua,1947,Alik Sukh - A tale of fleeting happiness,2013,137
1810,Shakuntala Barua,1947,Gogoler Kirti,2014,135
1811,Shakuntala Barua,1947,Aaro Kachha Kachhi,2014,124
1812,Shakuntala Barua,1947,Ami Mantri Habo,2011,146
1813,Shammi,1931,Paramaatma,1994,152
1814,Sharada,1945,Stalin,2006,168
1815,Sharon Gless,1943,The State Within,2006,360
1816,Sheela,1942,Manassinakkare,2003,152
1817,Sheela,1942,Ponmudipuzhayorathu,2005,131
1818,Sheela,1942,Seedan,2011,160
1819,Sheela,1942,Basheerinte Premalekhanam,2017,130
1820,Sheila Burrell,1922,Episode #3.1,1999,196
1821,Sheila Burrell,1922,Radio Pictures,1985,145
1822,Sheila Hancock,1933,Close Relations,1998,250
1823,Sheila Hancock,1933,Fallen Angel,2007,205
1824,Shelagh Wilcocks,1910,Maelstrom,1985,300
1825,Shelagh Wilcocks,1910,The Birds Fall Down,1978,275
1826,Shirley Caesar,1938,Hollywood Insider's Gospel Music Awards,2004,180
1827,Shirley Douglas,1934,The Path to 9/11,2006,240
1828,Shirley Horn,1934,The Miles Davis Story,2001,125
1829,Shirley MacLaine,1934,The Evening Star,1996,129
1830,Shirley MacLaine,1934,In Her Shoes,2005,130
1831,Shirley MacLaine,1934,Anne of Green Gables: A New Beginning,2008,144
1832,Shizue Kawarazaki,1908,Double Suicide,1969,142
1833,Shohreh Aghdashloo,1952,Razor's Edge: The Legacy of Iranian Actresses,2016,130
1834,Showkar Janaki,1931,Thodarum,1999,149
1835,Showkar Janaki,1931,Subhakankshalu,1998,154
1836,Showkar Janaki,1931,Shabdavedi,2000,164
1837,Showkar Janaki,1931,Manavarali Pelli,1993,138
1838,Showkar Janaki,1931,Yevade Subramanyam,2015,150
1839,Showkar Janaki,1931,Soukhyam,2015,142
1840,Sibylle Brunner,1939,Länge ist nicht alles! Independent Days Vol. 03,2007,125
1841,Sickan Carlsson,1915,Charlotte Löwensköld och Anna Svärd,1981,286
1842,Sigourney Weaver,1949,Exodus: Gods and Kings,2014,150
1843,Sigourney Weaver,1949,Political Animals,2012,360
1844,Silvia Pasquel,1950,Devil Between the Legs,2019,147
1845,Silvia Pinal,1931,Addicto de Salsa,2009,134
1846,Simona Marchini,1941,Cuccioli,2002,600
1847,Simone Signoret,1921,L'étoile du Nord,1982,124
1848,Simone Signoret,1921,Guy de Maupassant,1982,131
1849,Sinéad Cusack,1948,National Theatre Live: King Lear,2018,227
1850,Siobhan McKenna,1923,The Last Days of Pompeii,1984,310
1851,Siria Betti,1923,Summer's Lease,1989,220
1852,Siv Ericks,1918,Lita på mig!,1981,160
1853,Siân Phillips,1933,Aristocrats,1999,300
1854,Siân Phillips,1933,The Murder Room,2004,180
1855,Slawa Kwasniewska,1928,Kuchnia polska,1993,246
1856,Slawa Kwasniewska,1928,Boza podszewka,1997,820
1857,Smaro Stefanidou,1913,Enas vlakas kai misos,1986,127
1858,Smaro Stefanidou,1913,O deilos kai o tolmiros,1977,130
1859,Sofiya Pilyavskaya,1911,Pokrov Gates,1983,140
1860,Sofiya Pilyavskaya,1911,Na vsyakogo mudretsa dovolno prostoty,1976,168
1861,Sofya Fadeyeva,1901,Volki i ovtsy,1973,173
1862,Sofya Fadeyeva,1901,Obryv,1973,155
1863,Sofya Garrel,1904,Selo Stepanchikovo i yego obitateli,1973,155
1864,Solveig Ternström,1937,Om ett hjärta,2008,176
1865,Sona Valentová,1946,Macka na horúcej plechovej streche,2007,140
1866,Sonia Dresdel,1909,Wives and Daughters,1971,300
1867,Sonja Karzau,1912,Grabbes letzter Sommer,1980,204
1868,Soo-jung Ye,1955,Herstory,2018,121
1869,Sophia Loren,1934,Francesca and Nunziata,2001,125
1870,Sophia Loren,1934,Lives of the Saints,2004,187
1871,Sophia Loren,1934,My House Is Full of Mirrors,2010,210
1872,Sossen Krohg,1923,Hotel St. Pauli,1988,121
